NVT Name,Summary,Vulnerability Insight,Impact,target,id
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.","For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more.",,Log,b5bf06d2-a1a8-44bb-8922-ba3496fcde1e
Drupal 7.x and 8.x Multiple Vulnerabilities (SA-CORE-2019-012) - Linux,"Drupal is prone to multiple vulnerabilities in the third-party library
  Archive_Tar.","Multiple vulnerabilities are possible if Drupal is configured to allow .tar,
  .tar.gz, .bz2 or .tlz file uploads and processes them.",,High,8dc8f010-4d75-4d8a-870a-40e342f27e89
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,Log,b1eae0dd-e59d-4f3d-9a86-68a52dc897d7
Oracle MySQL Server <= 5.6.42 / 5.7 <= 5.7.24 / 8.0 <= 8.0.13 Security Update (cpujan2019) - Linux,Oracle MySQL Server is prone to multiple vulnerabilities.,"The attacks range in variety and difficulty. Most of them allow an attacker
  with network access via multiple protocols to compromise the MySQL Server.

  For further information refer to the official advisory via the referenced link.","Successful exploitation of this vulnerability can result in unauthorized
  access to critical data or complete access to all MySQL Server accessible data and unauthorized ability
  to cause a hang or frequently repeatable crash (complete DOS) of MySQL Server.",High,11349a2b-0d44-4918-b21a-892693ac49e9
SSH Protocol Algorithms Supported,"This script detects which algorithms are supported by the remote
  SSH service.",,,Log,aa0edd0b-fc85-4162-b7d1-b8257e90f583
/doc directory browsable,"The /doc directory is browsable.
  /doc shows the content of the /usr/doc directory and therefore it shows which programs and - important! - the version of the installed programs.",,,Medium,21e5dc14-6132-40e0-b463-a676dc8940ec
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,"The Timestamp Reply is an ICMP message which replies to a
  Timestamp message. It consists of the originating timestamp sent by the sender of the Timestamp as
  well as a receive timestamp and a transmit timestamp.","This information could theoretically be used to exploit weak
  time-based random number generators in other services.",Low,29307ec7-6a8b-45b7-9892-88a7d9ea624a
"PHP < 5.5.27, 5.6.x < 5.6.11 Arbitrary Code Execution Vulnerability (Aug 2016) - Linux",PHP is prone to an arbitrary code execution vulnerability.,"An use-after-free vulnerability occurs in the
  'spl_ptr_heap_insert' function in 'ext/spl/spl_heap.c'.","Successfully exploiting this issue allow remote attackers to
  execute arbitrary code by triggering a failed SplMinHeap::compare operation.",Critical,fa6c2534-464b-4a1b-a411-630a8e583eae
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.31 Security Update (cpuapr2023) - Linux","Oracle MySQL Server is prone to a vulnerability in InnoDB
  (zlib).",,,Critical,1894184e-0657-4997-8df6-d6a6cd2f6a7f
Services,This plugin performs service detection.,"This plugin attempts to guess which service is running on the
  remote port(s). For instance, it searches for a web server which could listen on another port than
  80 or 443 and makes this information available for other check routines.",,Log,ae3a4134-3a7d-4693-9f7c-7e095916ee33
"Drupal Core Critical RCE Vulnerability (SA-CORE-2018-002) - Linux, Version Check","Drupal is prone to a critical remote code execution (RCE)
  vulnerability.","The flaw exists within multiple subsystems of Drupal. This
  potentially allows attackers to exploit multiple attack vectors on a Drupal site, which could
  result in the site being completely compromised.","Successful exploitation will allow remote attackers to execute
  arbitrary code and completely compromise the site.",Critical,89a55798-01bd-4433-8008-b78c06cce1e4
"Drupal 7.x, 8.x, 9.x RCE Vulnerability (SA-CORE-2020-012) - Linux",Drupal is prone to a remote code execution (RCE) vulnerability.,"Drupal core does not properly sanitize certain filenames on uploaded
  files, which can lead to files being interpreted as the incorrect extension and served as the wrong
  MIME type or executed as PHP for certain hosting configurations.",,High,a56289d9-78e5-44f7-b7d5-aa51df60ed14
"PHP < 8.1.33, 8.2.x < 8.2.29, 8.3.x < 8.3.23, 8.4.x < 8.4.10 Multiple Vulnerabilities - Linux",PHP is prone to multiple vulnerabilities.,"The following vulnerabilities exist:

  - CVE-2025-1220: Null byte termination in hostnames

  - CVE-2025-1735: pgsql extension does not check for errors during escaping

  - CVE-2025-6491: NULL pointer dereference in PHP SOAP extension via large XML namespace prefix",,High,7e25fce4-e9f2-4d62-a6c7-6dd512e9333a
Apache HTTP Server 2.4.7 - 2.4.51 Multiple Vulnerabilities - Linux,Apache HTTP Server is prone to multiple vulnerabilities.,"A crafted URI sent to httpd configured as a forward proxy
  (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing
  forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix
  Domain Socket endpoint (Server Side Request Forgery).",,High,0d17788b-1339-4bf7-a1d3-fd3cd7529952
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,a2b9a40b-083b-4f02-a753-f6ea3babb301
Apache HTTP Server 2.4.7 - 2.4.65 Authentication Bypass Vulnerability - Linux,"Apache HTTP Server is prone to an authentication bypass
  vulnerability.","mod_userdir+suexec bypass via AllowOverride FileInfo
  vulnerability in Apache HTTP Server. Users with access to use the RequestHeader directive in
  htaccess can cause some CGI scripts to run under an unexpected userid.",,Medium,83ff3a89-ab24-40d5-8390-b8ff50c7b985
PHP <= 7.1.5 Multiple DoS Vulnerabilities,"PHP is prone to multiple denial of service (DoS)
  vulnerabilities.","The following flaws exist:

  - CVE-2017-8923: The zend_string_extend function in Zend/zend_string.h does not prevent changes to
  string objects that result in a negative length, which allows remote attackers to cause a denial
  of service (application crash) or possibly have unspecified other impact by leveraging a script's
  use of .= with a long string.

  - CVE-2017-9119: The i_zval_ptr_dtor function in Zend/zend_variables.h allows attackers to cause a
  denial of service (memory consumption and application crash) or possibly have unspecified other
  impact by triggering crafted operations on array data structures.",,Critical,f9ce855c-b5ac-47ae-b078-26971682cba4
"PHP < 5.4.44, 5.5.x < 5.5.28, 5.6.x < 5.6.12 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"Multiple flaws exist due to:

  - An improper validation of certain Exception objects in 'Zend/zend_exceptions.c' script.

  - The 'openssl_random_pseudo_bytes' function in 'ext/openssl/openssl.c' incorrectly relies on the
  deprecated 'RAND_pseudo_bytes' function.","Successfully exploiting this issue allow remote attackers to
  cause a denial of service (NULL pointer dereference and application crash) or trigger unintended
  method execution to defeat cryptographic protection mechanisms.",Critical,e8d65afd-59cf-47dd-b119-0e6bd0f52f1f
PHP <= 5.6.0 PEAR Symlink Attack Vulnerability,"PHP is prone to a symlink attack vulnerability in the included
  PEAR installer.","The PEAR_REST class in REST.php in PEAR allows local users to
  write to arbitrary files via a symlink attack on a (1) rest.cachefile or (2) rest.cacheid file in
  /tmp/pear/cache/, related to the retrieveCacheFirst and useLocalCache functions.",,Low,92c9e939-5409-48ce-a83f-516cd188e95a
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,Log,bf6da6d3-a537-4e84-80f5-7fe7341eb26f
"PHP < 5.5.34, 5.6.x < 5.6.20, 7.x < 7.0.5 Multiple Vulnerabilities (Jul 2016) - Linux",PHP is prone to multiple vulnerabilities.,"The following flaws exist:

  - Multiple integer overflows in the mbfl_strcut function in 'ext/mbstring/libmbfl/mbfl/mbfilter.c'
  script.

  - Format string vulnerability in the php_snmp_error function in 'ext/snmp/snmp.c' script.

  - An improper handling of '\0' characters by the 'phar_analyze_path' function in 'ext/phar/phar.c'
  script.

  - An integer overflow in the 'php_raw_url_encode' function in 'ext/standard/url.c' script.

  - An improper handling of continuation-level jumps in 'file_check_mem' function in 'funcs.c'
  script.","Successfully exploiting these issues allow remote attackers to
  cause a denial of service (buffer overflow and application crash) or possibly execute arbitrary
  code.",Critical,8e9a1d99-8bc2-438a-b25c-0b32e9745e14
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,Log,8792e1d2-5e4b-4063-92c6-e0988ecf4e1f
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,"Apache HTTP Server is prone to a HTTP request smuggling
  vulnerability.","Some mod_proxy configurations allow a HTTP Request Smuggling
  attack.

  Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or
  ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied
  request-target (URL) data and is then re-inserted into the proxied request-target using variable
  substitution.","Request splitting/smuggling could result in bypass of access
  controls in the proxy server, proxying unintended URLs to existing origin servers, and cache
  poisoning.",Critical,247330e1-bc87-4cb9-a889-dda4f6846240
Apache HTTP Server Denial of Service Vulnerability-02 (Apr 2018) - Linux,Apache HTTP Server is prone to a denial of service vulnerability.,"The flaw exists as the Apache HTTP Server
  fails to sanitize against a specially crafted HTTP request header.","Successful exploitation will allow an attacker
  to crash the Apache HTTP Server resulting in denial of service condition.",High,8600c2ca-a531-448b-9865-bf54852d2a79
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.","The remote host implements TCP timestamps, as defined by
  RFC1323/RFC7323.","A side effect of this feature is that the uptime of the remote
  host can sometimes be computed.",Low,d4f0615c-4264-417d-92e5-259ac8773926
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,Log,86e203c8-a130-460d-ae37-915aca8d3927
